"Customweb_Subscription::%s %s cycle","%s %s cycle"
"Customweb_Subscription::Release Date","Release Date"
"Customweb_Subscription::Reminder Emails","Reminder Emails"
"Customweb_Subscription::Repeats %s time(s) after cancelation request.","Repeats %s time(s) after cancellation request."
"Customweb_Subscription::Repeats %s time(s).","Repeats %s time(s)."
"Customweb_Subscription::Repeats until canceled.","Repeats before cancelled."
"Customweb_Subscription::Rounding Adjustment","Rounding Adjustments"
"Customweb_Subscription::Row Total","Row Total"
"Customweb_Subscription::Run Test Cron","Run Test Cron"
"Customweb_Subscription::SEPA Mandate ID","SEPA Mandate ID"
"Customweb_Subscription::SKU","SKU"
"Customweb_Subscription::Sales","Sales"
"Customweb_Subscription::Sales Tax Number","Sales Tax Number"
"Customweb_Subscription::Save","Save"
"Customweb_Subscription::Saved cards:","Saved cards:"
"Customweb_Subscription::Schedule","Schedule"
"Customweb_Subscription::Schedule Information","Schedule information"
"Customweb_Subscription::Select Brand","Select card brand"
"Customweb_Subscription::Select a subscription plan:","Select a subscription plan:"
"Customweb_Subscription::Select the authorization method to use for processing this payment method.","Select the authorisation method to use in order to process this payment method."
"Customweb_Subscription::Select the date of your birth.","Select your date of birth."
"Customweb_Subscription::Select the date on which your card expires.","Select the expiry date of your card."
"Customweb_Subscription::Select the payment methods that are allowed to be used for subscriptions.","Select the payment methods that are allowed to be used for subscriptions."
"Customweb_Subscription::Select the products that cannot be used in subscriptions.","Select the products that cannot be used in subscriptions."
"Customweb_Subscription::Select the unit for the number in the previous field.","Select the unit for the number in the previous field."
"Customweb_Subscription::Select which email template should be sent as reminder. You can edit the templates yourself under System > Transactional Emails.","Select which email template should be sent as reminder. You can edit the templates yourself under System > Transactional Emails."
"Customweb_Subscription::Send Invoice Email","Send Invoice Email"
"Customweb_Subscription::Set the checkbox text of the subscription agreement box in the checkout review.","Set the checkbox text of the subscription agreement box in the checkout review."
"Customweb_Subscription::Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Customweb_Subscription::Set the text of the subscription agreement box in the checkout review.","Set the text of the subscription agreement box in the checkout review."
"Customweb_Subscription::Set the title of the subscription agreement box in the checkout review.","Set the text of the subscription agreement box in the checkout review."
"Customweb_Subscription::Set to no, if the subscription should keep running even when a payment is pending.","Set to no, if the subscription should keep running even when a payment is pending."
"Customweb_Subscription::Set to yes, if price of a recurring payment should be recalculated - the products' current price is used and price rules are applied.","Set to yes, if price of a recurring payment should be recalculated - the products' current price is used and price rules are applied."
"Customweb_Subscription::Set to yes, if the invoice email should be sent automatically after settlement.","Set to yes, if the invoice email should be sent automatically after settlement."
"Customweb_Subscription::Settlement after Order","Settlement after Order"
"Customweb_Subscription::Settlement after order","Settlement after order"
"Customweb_Subscription::Ship to Name","Ship to name"
"Customweb_Subscription::Shipping","Shipping"
"Customweb_Subscription::Shipping Address","Delivery address"
"Customweb_Subscription::Shipping Amount","Shipping Amount"
"Customweb_Subscription::Shipping Amount Type","Type of shipping costs"
"Customweb_Subscription::Simulate Cron","Simulate cron"
"Customweb_Subscription::Sku","SKU"
"Customweb_Subscription::Social Security Number","Social Security Number"
"Customweb_Subscription::Sort Order","Sort Order"
"Customweb_Subscription::Start Date","Starting Date"
"Customweb_Subscription::Started At","Started on"
"Customweb_Subscription::Starting Date","Starting Date"
"Customweb_Subscription::Status","State"
"Customweb_Subscription::Store","Store"
"Customweb_Subscription::Subscribe now!","Subscribe now!"
"Customweb_Subscription::Subscriber","Subscriber"
"Customweb_Subscription::Subscription","Subscription"
"Customweb_Subscription::Subscription # %s | %s","Subscription # %s | %s"
"Customweb_Subscription::Subscription #%s","Subscription #%s"
"Customweb_Subscription::Subscription Cancelation Email","Subscription Cancelation Email"
"Customweb_Subscription::Subscription Cancelation Request Email","Subscription Cancelation Request Email"
"Customweb_Subscription::Subscription End","Subscription end"
"Customweb_Subscription::Subscription Failure Email","Subscription Failure Email"
"Customweb_Subscription::Subscription Guest Order Email","Subscription Guest Order Email"
"Customweb_Subscription::Subscription Information","Subscription Information"
"Customweb_Subscription::Subscription Invoice","Subscription Invoice"
"Customweb_Subscription::Subscription Order Email","Subscription Order Email"
"Customweb_Subscription::Subscription Pending Email","Subscription Pending Email"
"Customweb_Subscription::Subscription Plans","Subscription Plans"
"Customweb_Subscription::Subscription Prepayment","Subscription Prepayment"
"Customweb_Subscription::Subscription Recurring Guest Order Email","Subscription Recurring Guest Order Email"
"Customweb_Subscription::Subscription Recurring Order Email","Subscription Recurring Order Email"
"Customweb_Subscription::Subscription Reminder Email","Subscription Reminder Email"
"Customweb_Subscription::Subscription Update Email","Subscription Update Email"
"Customweb_Subscription::Subscription View","Subscription view"
"Customweb_Subscription::Subscriptions can be purchased standalone only. To proceed please remove other items from the quote.","Subscriptions can be purchased standalone only. To proceed please remove non-subscription items from the cart."
"Customweb_Subscription::Subscriptions:","Subscriptions:"
"Customweb_Subscription::Subtotal","Subtotal"
"Customweb_Subscription::Success","Successful"
"Customweb_Subscription::Successful","Successful"
"Customweb_Subscription::Support","Support"
"Customweb_Subscription::Suspend","Suspend"
"Customweb_Subscription::Suspend on Pending Payment","Suspend on Pending Payment"
"Customweb_Subscription::Suspended","Suspended"
"Customweb_Subscription::Tax","Tax"
"Customweb_Subscription::Tax Amount","Tax Amount"
"Customweb_Subscription::Test Mode","Test Mode"
"Customweb_Subscription::Test Transaction","Test Transaction"
"Customweb_Subscription::The Cancelation Email Template will be sent to inform the customer after has canceled a subscription.","The cancellation email template will be sent to inform the customer after cancelling a subscription."
"Customweb_Subscription::The Cancelation Request Email Template will be sent to inform the customer after has requested the cancelation of a subscription.","The cancelation request email template will be sent to inform the customer after has requested the cancelation of a subscription."
"Customweb_Subscription::The Failure Email Template will be sent to inform the customer after the payment has failed at due date. The subscription will be on hold and can only be reactivated in the backend.","The failure email template will be sent to inform the customer after the payment has failed at due date. The subscription will be on hold and can only be reactivated in the backend."
"Customweb_Subscription::The Guest Order Email Template will replace the default email template that is sent to the guest customer after placing an order. It will include information about the subscription.","The guest order email template will replace the default email template that is sent to the guest customer after placing an order. It will include information about the subscription."
"Customweb_Subscription::The HMAC key as defined in the live backoffice of ____paymentServiceProviderName____. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of ____paymentServiceProviderName____. You may need generate the HMAC key. Please take a look at the manual how to do this."
"Customweb_Subscription::The Order Email Template will replace the default email template that is sent to the customer after placing an order. It will include information about the subscription.","The order email template will replace the default email template that is sent to the customer after placing an order. It will include information about the subscription."
"Customweb_Subscription::The Pending Email will be sent to notify a customer that his payment is due. The template contains a payment link that allows your customer to pay for the next cycle. You can edit the templates yourself under System > Transactional Emails.","The e-mail template 'Pending' will be sent to notify a customer that his payment is due. The template contains a payment link that allows your customer to pay for the next cycle. You can edit the templates yourself under System > Transactional E-mails."
"Customweb_Subscription::The Recurring Guest Order Email Template will replace the default email template that is sent to the guest customer after a recurring order is created. It will include information about the subscription.","The Recurring Guest Order Email Template will replace the default email template that is sent to the guest customer after a recurring order is created. It will include information about the subscription."
"Customweb_Subscription::The Recurring Order Email Template will replace the default email template that is sent to the customer after a recurring order is created. It will include information about the subscription.","The Recurring Order Email Template will replace the default email template that is sent to the customer after a recurring order is created. It will include information about the subscription."
"Customweb_Subscription::The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","The SEPA mandate schema does not contain the tag '!tag'. This tag is required."
"Customweb_Subscription::The Update Email Template will be sent whenever the payment authorization fails due to various reasons. It tells the customer to update his payment information by clicking on the provided payment link.","The e-mail template 'Update' will be sent whenever the payment authorisation fails due to various reasons. It tells the customer to update his payment information by clicking on the provided payment link."
"Customweb_Subscription::The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conducted with error code: !code, and reason: !reason:"
"Customweb_Subscription::The amount could not be verified.","The amount could not be verified."
"Customweb_Subscription::The amount of !amount is authorized.","The amount of !amount is authorized."
"Customweb_Subscription::The amount of !amount is captured.","The amount of !amount is captured."
"Customweb_Subscription::The authorization method '!method' is not supported.","The authorization method '!method' is not supported."
"Customweb_Subscription::The authorization was not successful","Authorization error. Authorization not successful."
"Customweb_Subscription::The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"Customweb_Subscription::The brand with external name '!key' was not present in the map.","The brand with external name '!key' was not present in the map."
"Customweb_Subscription::The brand with key '!key' was not found in the card information map.","The brand with key '!key' was not found in the card information map."
"Customweb_Subscription::The cancelation request has been received.","The cancellation request has been received."
"Customweb_Subscription::The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"Customweb_Subscription::The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount)."
"Customweb_Subscription::The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) than the original item (@amountOriginal)."
"Customweb_Subscription::The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"Customweb_Subscription::The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"Customweb_Subscription::The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown should the brand selection using images."
"Customweb_Subscription::The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with the annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"Customweb_Subscription::The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"Customweb_Subscription::The given CVC code has the wrong length.","The given CVC code has the wrong length."
"Customweb_Subscription::The given card number has an invalid check sum.","The given card number has an invalid check sum."
"Customweb_Subscription::The given card number has an invalid length.","The given card number has an invalid length."
"Customweb_Subscription::The given hmac key is empty.","No HMAC key entered."
"Customweb_Subscription::The given identifier is empty.","The given identifier is empty."
"Customweb_Subscription::The given password is empty.","No password entered."
"Customweb_Subscription::The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a numeric value with length of two."
"Customweb_Subscription::The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a numeric value with length of two."
"Customweb_Subscription::The given site number is empty.","The given site number is empty."
"Customweb_Subscription::The identifier as defined in the backoffice of ____paymentServiceProviderName____.","The identifier as defined in the backoffice of ____paymentServiceProviderName____."
"Customweb_Subscription::The layout does not contain the tag '!layout_tag'.","The layout does not contain the tag '!layout_tag'."
"Customweb_Subscription::The link is invalid or outdated.","The link is invalid or outdated."
"Customweb_Subscription::The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"Customweb_Subscription::The number of billing cycles the subscription will keep running after the cancelation is requested.","The number of billing cycles the subscription will keep running for after the cancellation was requested."
"Customweb_Subscription::The order has been captured.","The order has been captured."
"Customweb_Subscription::The order is not fully completed. Please contact the store owner.","The payment could not be conducted."
"Customweb_Subscription::The parameters ""3DSIGNVAL"" was false.","The parameters ""3DSIGNVAL"" was false."
"Customweb_Subscription::The payment has been accepted.","The payment has been accepted."
"Customweb_Subscription::The payment has failed.","The payment has failed."
"Customweb_Subscription::The payment method !paymentMethodName does not support the currency '!currency'.","The payment method !paymentMethodName does not support the currency '!currency'."
"Customweb_Subscription::The payment method !paymentMethodName is not available in your country ('!country').","The payment method !paymentMethodName is not available in your country ('!country')."
"Customweb_Subscription::The provided signature does not match with the one calculated.","The provided signature does not match the one calculated."
"Customweb_Subscription::The rang (PBX_RANG) as defined in the live backoffice of ____paymentServiceProviderName____. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of ____paymentServiceProviderName____. It must be nummeric value with length two. In the back office it may be displayed as a three char value. You must truncate the first digit."
"Customweb_Subscription::The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"Customweb_Subscription::The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"Customweb_Subscription::The refunding could not be conducted. Error code: !error.","The refund could not be conducted. Error code: !error."
"Customweb_Subscription::The signature could not be verified.","The signature could not be verified."
"Customweb_Subscription::The site id (PBX_RANG) as defined in the backoffice of ____paymentServiceProviderName____.","The Site ID (PBX_RANG) as defined in the back office of ____paymentServiceProviderName____."
"Customweb_Subscription::The subscription cannot be authorized.","The subscription cannot be authorised."
"Customweb_Subscription::The subscription has been canceled.","The subscription has been cancelled."
"Customweb_Subscription::The subscription plan was removed.","The subscription plan was removed."
"Customweb_Subscription::The subscription status has been updated.","The subscription status has been updated."
"Customweb_Subscription::The subscriptions ends automatically after the above entered number of billing cycles.","The subscriptions ends automatically after the above entered number of billing cycles."
"Customweb_Subscription::The subscriptions have been deleted.","The subscriptions have been deleted."
"Customweb_Subscription::The subscriptions' statuses have been updated.","The subscriptions' statuses have been updated."
"Customweb_Subscription::The test cron runs every minute, always increasing the date by one day.","The test cron runs every minute, always increasing the date by one day."
"Customweb_Subscription::The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount)."
"Customweb_Subscription::The transaction failed with error code !code.","The transaction failed with error code: !code"
"Customweb_Subscription::The transaction is only executed in the test system. The goods should not be delivered.","The transaction is only executed in the test system. The goods should not be delivered."
"Customweb_Subscription::The whole transaction is cancelled.","The entire transaction has been cancelled."
"Customweb_Subscription::There are %s failed subscriptions.","There are %s failed subscriptions."
"Customweb_Subscription::There are no applicable payment methods.","There are no applicable payment methods."
"Customweb_Subscription::There are no orders yet.","There are no orders yet."
"Customweb_Subscription::There are no subscription cart plans.","There are no subscription cart plans."
"Customweb_Subscription::There are no subscription plans.","There are no subscription plans."
"Customweb_Subscription::There are no subscriptions yet.","There are no subscriptions yet."
"Customweb_Subscription::There are outdated subscriptions. Please update immediately.","There are outdated subscriptions. Please update immediately."
"Customweb_Subscription::There is a failed subscription.","There is a failed subscription."
"Customweb_Subscription::This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the ____paymentServiceProviderName____ account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the ____paymentServiceProviderName____ account."
"Customweb_Subscription::This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate/deactivate the 3D Secure check. Please check with PayBox if you are allowed to deactivate the 3D Secure check. This setting only has an effect if you use the payment page."
"Customweb_Subscription::This status is set, when the payment was successfull and it is authorized.","This status is set when the payment was successful and it is authorised."
"Customweb_Subscription::This subscription no longer exists.","This subscription no longer exists."
"Customweb_Subscription::This subscription status cannot be changed from <em>%s</em> to <em>%s</em>.","This subscription status cannot be changed from <em>%s</em> to <em>%s</em>."
"Customweb_Subscription::This transaction is already closed for further captures.","This transaction is already closed for further captures"
"Customweb_Subscription::This transaction is already closed for further refunds.","This transaction has been closed for further refunds."
"Customweb_Subscription::Time Before Due Date","Time Before Due Date"
"Customweb_Subscription::Time Unit","Time Unit"
"Customweb_Subscription::Titel","Title"
"Customweb_Subscription::Title of the payment method","Name of the payment method"
"Customweb_Subscription::Total","Total"
"Customweb_Subscription::Total Recurring Amount","Total recurring amount"
"Customweb_Subscription::Transaction Authorized","Transaction authorised"
"Customweb_Subscription::Transaction Cancelled","Transaction cancelled"
"Customweb_Subscription::Transaction Captured","Transaction captured"
"Customweb_Subscription::Transaction Paid","Transaction paid"
"Customweb_Subscription::Transaction Uncertain","Transaction uncertain"
"Customweb_Subscription::Transaction Updates","Transaction Updates"
"Customweb_Subscription::Type","Type"
"Customweb_Subscription::Uncertain Status","Uncertain status"
"Customweb_Subscription::Unit for billing during the subscription period.","Billing unit during the subscription period."
"Customweb_Subscription::Update","Update"
"Customweb_Subscription::Update Attributes","Update attributes"
"Customweb_Subscription::Update Email Template","E-mail template 'Update'"
"Customweb_Subscription::Use Default","Use Default"
"Customweb_Subscription::VISA","VISA"
"Customweb_Subscription::Version","Version"
"Customweb_Subscription::View","View"
"Customweb_Subscription::View list","View list"
"Customweb_Subscription::Visibility","Visibility"
"Customweb_Subscription::Websites","Websites"
"Customweb_Subscription::Week","Week"
"Customweb_Subscription::When the store is not available (network outage, server failure or any other outage), when the feedback of ____paymentServiceProviderName____ is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of ____paymentServiceProviderName____ is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"Customweb_Subscription::Whether to use a fixed shipping amount or calculate it dynamically.","Whether to use a fixed shipping fee or calculate it dynamically."
"Customweb_Subscription::Would you like to allow customers to create a subscription of their whole cart?","Would you like to allow customers to create a subscription of their whole cart?"
"Customweb_Subscription::Would you like to purchase this cart as a subscription?","Would you like to purchase this cart as a subscription?"
"Customweb_Subscription::Year","Year"
"Customweb_Subscription::Yes","Yes"
"Customweb_Subscription::Yes, use images for the brand selection.","Yes, use images for the brand selection."
"Customweb_Subscription::You can specify the order status for new orders that have an uncertain authorisation status.","You can specify the order status for new orders that have an uncertain authorisation status."
"Customweb_Subscription::You can specify the order status for orders that are captured either directly after the order or manually in the backend.","You can specify the order status for orders that are captured either directly after the order or manually in the back-end."
"Customweb_Subscription::You can specify the order status when an order is cancelled.","You can specify the order status for cancelled orders."
"Customweb_Subscription::You cannot access this subscription.","You cannot access this subscription."
"Customweb_Subscription::You do not define any plan for this subscription.","You did not define any plan for this subscription."
"Customweb_Subscription::You have to enter a card number.","You have to enter a card number."
"Customweb_Subscription::You have to enter bank code of your bank.","Enter your bank's bank code."
"Customweb_Subscription::You have to enter commercial number of you company.","Please enter the commercial number of your company."
"Customweb_Subscription::You have to enter either the CVC code or the issue number of your card.","You have to enter either the CVC code or the issue number of your card."
"Customweb_Subscription::You have to enter sales tax number of you company.","You have to enter sales tax number of you company."
"Customweb_Subscription::You have to enter sales tax number of your company.","Please enter your company's sales tax number."
"Customweb_Subscription::You have to enter the BIC.","You have to enter the BIC of your bank."
"Customweb_Subscription::You have to enter the CVC code from your card.","Enter the CVC code from your card"
"Customweb_Subscription::You have to enter the IBAN.","You have to enter your IBAN number."
"Customweb_Subscription::You have to enter the account holder name on the card.","You have to enter the account holder name on the card."
"Customweb_Subscription::You have to enter the account holder name.","You have to enter the account holder name."
"Customweb_Subscription::You have to enter the card holder name on the card.","You have to enter the card holder name."
"Customweb_Subscription::You have to enter the location of your bank.","Please enter the location of your bank."
"Customweb_Subscription::You have to enter the name of the account owner.","Please enter the name of the account owner"
"Customweb_Subscription::You have to enter the name of your bank.","You have to enter the name of your bank."
"Customweb_Subscription::You have to enter your IBAN Number.","You have to enter your IBAN number."
"Customweb_Subscription::You have to enter your bank account number.","Please enter here the International Bank Account Number (IBAN)."
"Customweb_Subscription::You have to enter your social security number.","Please enter your social security number."
"Customweb_Subscription::You may choose one of the cards you paid before on this site.","You may choose from one of the cards previously used on this site."
"Customweb_Subscription::You selected this subscription plan:","You have selected this subscription plan:"
"Customweb_Subscription::You subscribed to the plan <em>%s</em>.","You have subscribed to the plan <em>%s</em>."
"Customweb_Subscription::Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page."
"Customweb_Subscription::customweb ltd","customweb ltd"
"Customweb_Subscription::no","No"
"Customweb_Subscription::yes","Yes"
